SMILES,RA_score,SA_score
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(NCCS(C)(=O)=O)c2Cl)nc1C,0.19341886,2.9099794474047105
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(N(C)Cc3c(F)cccc3Cl)c2Cl)nc1C,0.99999934,2.9776576221592084
CCCN(Cc1cccc(Br)c1)c1ncnc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)c1Cl,0.99999917,2.977482151465603
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(N(Cc3ccc(F)cc3)C3CCCCC3)c2Cl)nc1C,0.99989176,3.003831249044148
COC(=O)CC(Nc1ncnc(N2CCC3(CC2)OCCc2ccccc23)c1Cl)c1ccc(F)cc1,0.29455027,3.7738401743789423
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(NC(CC(=O)OC)c3ccc(F)cc3)c2Cl)nc1C,0.22326276,3.395483321108898
COC(=O)CC(Nc1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl)c1ccc(F)cc1,0.3214945,3.327382581883114
COC(=O)CC(Nc1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl)c1ccc(F)cc1,0.6426101,3.274720195614954
COCCN(c1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl)C(C)C,0.49533656,3.126242800132892
CCCCN(c1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl)C(C)CC,0.8877299,3.404119773749475
COC(=O)CC(Nc1ncnc(NCCS(C)(=O)=O)c1Cl)c1ccc(F)cc1,0.005904905,3.0411855406569472
COC(=O)CC(Nc1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl)c1ccc(F)cc1,0.9997101,3.098943292139843
CCCN(Cc1cccc(Br)c1)c1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl,0.9996516,3.093747093984973
COC(=O)CC(Nc1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl)c1ccc(F)cc1,0.9856223,3.1100355351250064
O=c1oc2ccccc2c(Nc2ncnc(N3CCC4(CC3)OCCc3ccccc34)c2Cl)c1[N+](=O)[O-],0.9999133,3.5326862125196454
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(Nc3c([N+](=O)[O-])c(=O)oc4ccccc34)c2Cl)nc1C,0.99801654,3.1437992376948394
COC(=O)CC(Nc1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl)c1ccc(F)cc1,0.6426101,3.274720195614954
O=c1oc2ccccc2c(Nc2ncnc(Nc3c([N+](=O)[O-])c(=O)oc4ccccc34)c2Cl)c1[N+](=O)[O-],0.9999969,3.0400793410694007
COCCN(c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl)C(C)C,0.9999624,2.925480520226605
CCCCN(c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl)C(C)CC,0.9999902,3.3700006922319528
CS(=O)(=O)CCNc1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl,0.9532645,2.849179536905842
CN(Cc1c(F)cccc1Cl)c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl,0.9999994,2.884645226000126
CCCN(Cc1cccc(Br)c1)c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl,0.9999987,2.8736743616537854
O=c1oc2ccccc2c(Nc2ncnc(N(Cc3ccc(F)cc3)C3CCCCC3)c2Cl)c1[N+](=O)[O-],0.9994287,2.87722553678225
COCCN(c1ncnc(N2CCC3(CC2)OCCc2ccccc23)c1Cl)C(C)C,0.9993455,3.437735064301556
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(N(CCOC)C(C)C)c2Cl)nc1C,0.9998027,2.984053612959805
COCCN(c1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl)C(C)C,0.49533656,3.126242800132892
COCCN(c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl)C(C)C,0.9999624,2.925480520226605
COCCN(c1ncnc(N(CCOC)C(C)C)c1Cl)C(C)C,0.99999523,2.927518929301378
CCCCN(c1ncnc(N(CCOC)C(C)C)c1Cl)C(C)CC,0.99555725,3.359410431122395
COCCN(c1ncnc(NCCS(C)(=O)=O)c1Cl)C(C)C,0.7463168,2.8130036700941883
COCCN(c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl)C(C)C,0.9999982,2.8148600420097054
CCCN(Cc1cccc(Br)c1)c1ncnc(N(CCOC)C(C)C)c1Cl,0.99999225,2.782596115684175
COCCN(c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl)C(C)C,0.9998055,2.743929417353577
CCCCN(c1ncnc(N2CCC3(CC2)OCCc2ccccc23)c1Cl)C(C)CC,0.9962416,3.8791458004972963
CCCCN(c1ncnc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)c1Cl)C(C)CC,0.99995744,3.434175128661227
CCCCN(c1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl)C(C)CC,0.8877299,3.404119773749475
CCCCN(c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl)C(C)CC,0.9999902,3.3700006922319528
CCCCN(c1ncnc(N(CCOC)C(C)C)c1Cl)C(C)CC,0.99555725,3.359410431122395
CCCCN(c1ncnc(N(CCCC)C(C)CC)c1Cl)C(C)CC,0.94515127,3.6198381318518322
CCCCN(c1ncnc(NCCS(C)(=O)=O)c1Cl)C(C)CC,0.32195404,3.2480609580371143
CCCCN(c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl)C(C)CC,0.9999994,3.257438804067151
CCCCN(c1ncnc(N(CCC)Cc2cccc(Br)c2)c1Cl)C(C)CC,0.9999983,3.228040793096814
CCCCN(c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl)C(C)CC,0.99940556,3.194711494801478
CS(=O)(=O)CCNc1ncnc(N2CCC3(CC2)OCCc2ccccc23)c1Cl,0.30639577,3.361510161115284
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(NCCS(C)(=O)=O)c2Cl)nc1C,0.19341886,2.9099794474047105
COC(=O)CC(Nc1ncnc(NCCS(C)(=O)=O)c1Cl)c1ccc(F)cc1,0.005904905,3.0411855406569472
CS(=O)(=O)CCNc1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl,0.9532645,2.849179536905842
COCCN(c1ncnc(NCCS(C)(=O)=O)c1Cl)C(C)C,0.7463168,2.8130036700941883
CCCCN(c1ncnc(NCCS(C)(=O)=O)c1Cl)C(C)CC,0.32195404,3.2480609580371143
CS(=O)(=O)CCNc1ncnc(NCCS(C)(=O)=O)c1Cl,0.064036086,2.72610818087173
CN(Cc1c(F)cccc1Cl)c1ncnc(NCCS(C)(=O)=O)c1Cl,0.7331829,2.7019553085748313
CCCN(Cc1cccc(Br)c1)c1ncnc(NCCS(C)(=O)=O)c1Cl,0.9886614,2.6714544894636614
CS(=O)(=O)CCNc1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl,0.70871526,2.637181244222914
CN(Cc1c(F)cccc1Cl)c1ncnc(N2CCC3(CC2)OCCc2ccccc23)c1Cl,0.9999997,3.3920966669247656
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(N(C)Cc3c(F)cccc3Cl)c2Cl)nc1C,0.99999934,2.9776576221592084
COC(=O)CC(Nc1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl)c1ccc(F)cc1,0.9997101,3.098943292139843
CN(Cc1c(F)cccc1Cl)c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl,0.9999994,2.884645226000126
COCCN(c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl)C(C)C,0.9999982,2.8148600420097054
CCCCN(c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl)C(C)CC,0.9999994,3.257438804067151
CN(Cc1c(F)cccc1Cl)c1ncnc(NCCS(C)(=O)=O)c1Cl,0.7331829,2.7019553085748313
CN(Cc1c(F)cccc1Cl)c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl,1.0,2.749816075367379
CCCN(Cc1cccc(Br)c1)c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl,1.0,2.732380076694234
CN(Cc1c(F)cccc1Cl)c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl,0.99999934,2.723332698425944
CCCN(Cc1cccc(Br)c1)c1ncnc(N2CCC3(CC2)OCCc2ccccc23)c1Cl,0.9999994,3.378752694810906
CCCN(Cc1cccc(Br)c1)c1ncnc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)c1Cl,0.99999917,2.977482151465603
CCCN(Cc1cccc(Br)c1)c1ncnc(NC(CC(=O)OC)c2ccc(F)cc2)c1Cl,0.9996516,3.093747093984973
CCCN(Cc1cccc(Br)c1)c1ncnc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)c1Cl,0.9999987,2.8736743616537854
CCCN(Cc1cccc(Br)c1)c1ncnc(N(CCOC)C(C)C)c1Cl,0.99999225,2.782596115684175
CCCCN(c1ncnc(N(CCC)Cc2cccc(Br)c2)c1Cl)C(C)CC,0.9999983,3.228040793096814
CCCN(Cc1cccc(Br)c1)c1ncnc(NCCS(C)(=O)=O)c1Cl,0.9886614,2.6714544894636614
CCCN(Cc1cccc(Br)c1)c1ncnc(N(C)Cc2c(F)cccc2Cl)c1Cl,1.0,2.732380076694234
CCCN(Cc1cccc(Br)c1)c1ncnc(N(CCC)Cc2cccc(Br)c2)c1Cl,1.0,2.7195533539520476
CCCN(Cc1cccc(Br)c1)c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl,0.9999997,2.719814216441856
Fc1ccc(CN(c2ncnc(N3CCC4(CC3)OCCc3ccccc34)c2Cl)C2CCCCC2)cc1,0.99967355,3.3767487099638966
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2ncnc(N(Cc3ccc(F)cc3)C3CCCCC3)c2Cl)nc1C,0.99989176,3.003831249044148
COC(=O)CC(Nc1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl)c1ccc(F)cc1,0.9856223,3.1100355351250064
O=c1oc2ccccc2c(Nc2ncnc(N(Cc3ccc(F)cc3)C3CCCCC3)c2Cl)c1[N+](=O)[O-],0.9994287,2.87722553678225
COCCN(c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl)C(C)C,0.9998055,2.743929417353577
CCCCN(c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl)C(C)CC,0.99940556,3.194711494801478
CS(=O)(=O)CCNc1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl,0.70871526,2.637181244222914
CN(Cc1c(F)cccc1Cl)c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl,0.99999934,2.723332698425944
CCCN(Cc1cccc(Br)c1)c1ncnc(N(Cc2ccc(F)cc2)C2CCCCC2)c1Cl,0.9999997,2.719814216441856
Fc1ccc(CN(c2ncnc(N(Cc3ccc(F)cc3)C3CCCCC3)c2Cl)C2CCCCC2)cc1,0.9999903,2.73932258564534
c1ccc2c(c1)CCOC21CCN(c2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)CC1,0.67543775,3.8489375822750285
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)nc1C,0.94892883,3.6644647338454357
COC(=O)CC(Nc1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1)c1ccc(F)cc1,0.84215593,3.812351199634632
O=c1oc2ccccc2c(Nc2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)c1[N+](=O)[O-],0.99427915,3.554165492261685
COCCN(c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1)C(C)C,0.94670904,3.4772984253554293
CCCCN(c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1)C(C)CC,0.3599339,3.9222666204352175
CS(=O)(=O)CCNc1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1,0.6701031,3.3666907848934073
CN(Cc1c(F)cccc1Cl)c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1,0.99975973,3.4280811093370183
CCCN(Cc1cccc(Br)c1)c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1,0.9999226,3.418039521042001
Fc1ccc(CN(c2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)C2CCCCC2)cc1,0.9981488,3.432410960637096
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)nc1C,0.94892883,3.6644647338454357
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(Nc3ccc([N+](=O)[O-])cc3-c3nc(C)c(C(=O)OCC)s3)nc(C3CC3)n2)nc1C,0.9873296,3.3449322191444164
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(NC(CC(=O)OC)c3ccc(F)cc3)nc(C3CC3)n2)nc1C,0.93603253,3.4734587698618435
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(Nc3c([N+](=O)[O-])c(=O)oc4ccccc34)nc(C3CC3)n2)nc1C,0.6897126,3.206151159476038
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N(CCOC)C(C)C)nc(C3CC3)n2)nc1C,0.9913371,3.06529816468902
CCCCN(c1cc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)nc(C2CC2)n1)C(C)CC,0.9989597,3.5170299238477973
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(NCCS(C)(=O)=O)nc(C3CC3)n2)nc1C,0.78151906,2.9704408360224104
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N(C)Cc3c(F)cccc3Cl)nc(C3CC3)n2)nc1C,0.99994594,3.050714243805815
CCCN(Cc1cccc(Br)c1)c1cc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)nc(C2CC2)n1,0.99991894,3.051673139568738
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N(Cc3ccc(F)cc3)C3CCCCC3)nc(C3CC3)n2)nc1C,0.99990475,3.088963865519994
COC(=O)CC(Nc1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1)c1ccc(F)cc1,0.84215593,3.812351199634632
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(NC(CC(=O)OC)c3ccc(F)cc3)nc(C3CC3)n2)nc1C,0.93603253,3.4734587698618435
COC(=O)CC(Nc1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1)c1ccc(F)cc1,0.9964365,3.418650634586567
COC(=O)CC(Nc1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1)c1ccc(F)cc1,0.18031955,3.3456203462173963
COCCN(c1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1)C(C)C,0.9956994,3.2228160768473373
CCCCN(c1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1)C(C)CC,0.9984635,3.5018838254217783
COC(=O)CC(Nc1cc(NCCS(C)(=O)=O)nc(C2CC2)n1)c1ccc(F)cc1,0.58666503,3.11378303507553
COC(=O)CC(Nc1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1)c1ccc(F)cc1,0.9999554,3.185023920427396
CCCN(Cc1cccc(Br)c1)c1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1,0.9999171,3.180769581261135
COC(=O)CC(Nc1cc(N(Cc2ccc(F)cc2)C2CCCCC2)nc(C2CC2)n1)c1ccc(F)cc1,0.99565125,3.2088459538259437
O=c1oc2ccccc2c(Nc2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)c1[N+](=O)[O-],0.99427915,3.554165492261685
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(Nc3c([N+](=O)[O-])c(=O)oc4ccccc34)nc(C3CC3)n2)nc1C,0.6897126,3.206151159476038
COC(=O)CC(Nc1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1)c1ccc(F)cc1,0.18031955,3.3456203462173963
O=c1oc2ccccc2c(Nc2cc(Nc3c([N+](=O)[O-])c(=O)oc4ccccc34)nc(C3CC3)n2)c1[N+](=O)[O-],0.88246,3.092234335445921
COCCN(c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1)C(C)C,0.9959199,2.9955316646085564
CCCCN(c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1)C(C)CC,0.9980098,3.4425136815348694
CS(=O)(=O)CCNc1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1,0.851838,2.8945208771265474
CN(Cc1c(F)cccc1Cl)c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1,0.9991235,2.947873874406282
CCCN(Cc1cccc(Br)c1)c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1,0.9992452,2.9390824488298186
O=c1oc2ccccc2c(Nc2cc(N(Cc3ccc(F)cc3)C3CCCCC3)nc(C3CC3)n2)c1[N+](=O)[O-],0.83580405,2.9567866056756937
COCCN(c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1)C(C)C,0.94670904,3.4772984253554293
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N(CCOC)C(C)C)nc(C3CC3)n2)nc1C,0.9913371,3.06529816468902
COCCN(c1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1)C(C)C,0.9956994,3.2228160768473373
COCCN(c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1)C(C)C,0.9959199,2.9955316646085564
COCCN(c1cc(N(CCOC)C(C)C)nc(C2CC2)n1)C(C)C,0.9986234,3.006821145678906
CCCCN(c1cc(N(CCOC)C(C)C)nc(C2CC2)n1)C(C)CC,0.99962175,3.4422649547492172
COCCN(c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1)C(C)C,0.6261796,2.8759336323923836
COCCN(c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1)C(C)C,0.9999691,2.889156395811515
CCCN(Cc1cccc(Br)c1)c1cc(N(CCOC)C(C)C)nc(C2CC2)n1,0.999897,2.8603811608374645
COCCN(c1cc(N(Cc2ccc(F)cc2)C2CCCCC2)nc(C2CC2)n1)C(C)C,0.9994493,2.839908657019773
CCCCN(c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1)C(C)CC,0.3599339,3.9222666204352175
CCCCN(c1cc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)nc(C2CC2)n1)C(C)CC,0.9989597,3.5170299238477973
CCCCN(c1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1)C(C)CC,0.9984635,3.5018838254217783
CCCCN(c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1)C(C)CC,0.9980098,3.4425136815348694
CCCCN(c1cc(N(CCOC)C(C)C)nc(C2CC2)n1)C(C)CC,0.99962175,3.4422649547492172
CCCCN(c1cc(N(CCCC)C(C)CC)nc(C2CC2)n1)C(C)CC,0.9984079,3.7058811710756423
CCCCN(c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1)C(C)CC,0.96741307,3.315088243747586
CCCCN(c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1)C(C)CC,0.9999985,3.3344024155175074
CCCCN(c1cc(N(CCC)Cc2cccc(Br)c2)nc(C2CC2)n1)C(C)CC,0.9999841,3.308080400360847
CCCCN(c1cc(N(Cc2ccc(F)cc2)C2CCCCC2)nc(C2CC2)n1)C(C)CC,0.9993506,3.291882577855941
CS(=O)(=O)CCNc1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1,0.6701031,3.3666907848934073
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(NCCS(C)(=O)=O)nc(C3CC3)n2)nc1C,0.78151906,2.9704408360224104
COC(=O)CC(Nc1cc(NCCS(C)(=O)=O)nc(C2CC2)n1)c1ccc(F)cc1,0.58666503,3.11378303507553
CS(=O)(=O)CCNc1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1,0.851838,2.8945208771265474
COCCN(c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1)C(C)C,0.6261796,2.8759336323923836
CCCCN(c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1)C(C)CC,0.96741307,3.315088243747586
CS(=O)(=O)CCNc1cc(NCCS(C)(=O)=O)nc(C2CC2)n1,0.9829312,2.7558802196239576
CN(Cc1c(F)cccc1Cl)c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1,0.97190726,2.7613924899045497
CCCN(Cc1cccc(Br)c1)c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1,0.9968824,2.7350921600472784
CS(=O)(=O)CCNc1cc(N(Cc2ccc(F)cc2)C2CCCCC2)nc(C2CC2)n1,0.97978204,2.720832549756244
CN(Cc1c(F)cccc1Cl)c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1,0.99975973,3.4280811093370183
CCOC(=O)c1sc(-c2cc([N+](=O)[O-])ccc2Nc2cc(N(C)Cc3c(F)cccc3Cl)nc(C3CC3)n2)nc1C,0.99994594,3.050714243805815
COC(=O)CC(Nc1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1)c1ccc(F)cc1,0.9999554,3.185023920427396
CN(Cc1c(F)cccc1Cl)c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1,0.9991235,2.947873874406282
COCCN(c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1)C(C)C,0.9999691,2.889156395811515
CCCCN(c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1)C(C)CC,0.9999985,3.3344024155175074
CN(Cc1c(F)cccc1Cl)c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1,0.97190726,2.7613924899045497
CN(Cc1c(F)cccc1Cl)c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1,1.0,2.8171772277526657
CCCN(Cc1cccc(Br)c1)c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1,1.0,2.8023186654728605
CN(Cc1c(F)cccc1Cl)c1cc(N(Cc2ccc(F)cc2)C2CCCCC2)nc(C2CC2)n1,0.99998224,2.8091042166354807
CCCN(Cc1cccc(Br)c1)c1cc(N2CCC3(CC2)OCCc2ccccc23)nc(C2CC2)n1,0.9999226,3.418039521042001
CCCN(Cc1cccc(Br)c1)c1cc(Nc2ccc([N+](=O)[O-])cc2-c2nc(C)c(C(=O)OCC)s2)nc(C2CC2)n1,0.99991894,3.051673139568738
CCCN(Cc1cccc(Br)c1)c1cc(NC(CC(=O)OC)c2ccc(F)cc2)nc(C2CC2)n1,0.9999171,3.180769581261135
CCCN(Cc1cccc(Br)c1)c1cc(Nc2c([N+](=O)[O-])c(=O)oc3ccccc23)nc(C2CC2)n1,0.9992452,2.9390824488298186
CCCN(Cc1cccc(Br)c1)c1cc(N(CCOC)C(C)C)nc(C2CC2)n1,0.999897,2.8603811608374645
CCCCN(c1cc(N(CCC)Cc2cccc(Br)c2)nc(C2CC2)n1)C(C)CC,0.9999841,3.308080400360847
CCCN(Cc1cccc(Br)c1)c1cc(NCCS(C)(=O)=O)nc(C2CC2)n1,0.9968824,2.7350921600472784
CCCN(Cc1cccc(Br)c1)c1cc(N(C)Cc2c(F)cccc2Cl)nc(C2CC2)n1,1.0,2.8023186654728605
CCCN(Cc1cccc(Br)c1)c1cc(N(CCC)Cc2cccc(Br)c2)nc(C2CC2)n1,1.0,2.7915957098825714
CCCN(Cc1cccc(Br)c1)c1cc(N(Cc2ccc(F)cc2)C2CCCCC2)nc(C2CC2)n1,0.9999832,2.8064341804692194
Fc1ccc(CN(c2cc(N3CCC4(CC3)OCCc3ccccc34)nc(C3CC3)n2)C2CCCCC2)cc1,0.9981488,3.432410960637096
